date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
2018-06-15,98.769997,98.769997,98.769997,98.769997,98.769997,0,0,0.0,0.0,98.77,"June 15, 18",0.0
2018-06-14,98.41,99.65,98.39,98.77,98.769997,29545871,28205816,0.36,0.36582,98.97,"June 14, 18",0.0036582
2018-06-13,99.96,100.07,96.24,97.95,97.949997,61543769,61819857,-2.01,-2.01,99.14,"June 13, 18",-0.0201
2018-06-12,95.85,96.35,95.02,96.22,96.220001,23047725,8210351,0.37,0.38602,98.82,"June 12, 18",0.0038602
2018-06-11,95.38,96.72,94.68,96.17,96.169998,10895184,10871261,0.79,0.82827,96.09,"June 11, 18",0.0082827
2018-06-08,95.34,95.56,94.92,95.34,95.339996,8902960,8596461,0.0,0.0,95.29,"June 08, 18",0.0
2018-06-07,94.79,95.42,94.67,95.37,95.370003,5600810,5390481,0.58,0.61188,95.14,"June 07, 18",0.0061188
2018-06-06,93.5,94.94,93.25,94.92,94.919998,7784079,7704164,1.42,1.52,94.22,"June 06, 18",0.0152
2018-06-05,93.46,93.78,93.01,93.46,93.459999,3847852,3744593,0.0,0.0,93.34,"June 05, 18",0.0
2018-06-04,93.9,94.15,93.46,93.46,93.459999,3461484,3458383,-0.44,-0.46858,93.64,"June 04, 18",-0.0046858
2018-06-01,94.2,94.2,93.599,93.89,93.889999,3317317,3314545,-0.31,-0.32909,93.87,"June 01, 18",-0.0032909
2018-05-31,93.91,94.16,93.08,94.16,94.160004,7004339,6903203,0.25,0.26621,93.92,"May 31, 18",0.0026621
2018-05-30,93.45,94.18,93.29,94.1,94.099998,4365183,4343342,0.65,0.69556,93.9,"May 30, 18",0.0069556
2018-05-29,93.59,93.99,92.99,93.36,93.360001,6890419,6890233,-0.23,-0.24575,93.45,"May 29, 18",-0.0024575
2018-05-25,94.25,94.44,93.7527,94.17,94.169998,2464444,2464244,-0.08,-0.08488064,94.09,"May 25, 18",-0.0008488064
2018-05-24,93.98,94.38,93.65,94.26,94.260002,4309334,3992521,0.28,0.29794,94.07,"May 24, 18",0.0029794
2018-05-23,94.39,94.39,93.2,94.0,94.0,5464858,5464658,-0.39,-0.41318,93.69,"May 23, 18",-0.0041318
2018-05-22,94.77,95.05,94.4,94.43,94.43,4299377,4299237,-0.34,-0.35876,94.72,"May 22, 18",-0.0035876
2018-05-21,94.47,94.88,93.77,94.74,94.739998,3476858,3476756,0.27,0.28581,94.36,"May 21, 18",0.0028581
2018-05-18,93.14,94.45,92.93,94.45,94.449997,8719543,8719518,1.31,1.41,93.83,"May 18, 18",0.0141
2018-05-17,94.22,94.3734,92.78,92.88,92.879997,4710576,4710426,-1.34,-1.42,93.43,"May 17, 18",-0.0142
2018-05-16,94.49,94.52,93.645,94.19,94.190002,3864000,3863849,-0.3,-0.31749,94.15,"May 16, 18",-0.0031749
2018-05-15,94.12,94.46,93.69,94.42,94.419998,4641175,4731000,0.3,0.31874,94.09,"May 15, 18",0.0031874
2018-05-14,93.8,94.465,93.79,94.38,94.379997,8000881,8000681,0.58,0.61834,94.32,"May 14, 18",0.0061834
2018-05-11,92.76,93.81,92.6596,93.81,93.809998,4096009,4095819,1.05,1.13,93.45,"May 11, 18",0.0113
2018-05-10,92.64,92.81,92.31,92.54,92.540001,2604408,2604306,-0.1,-0.10794,92.55,"May 10, 18",-0.0010794
2018-05-09,92.3,92.49,91.51,92.38,92.379997,4525746,4525546,0.08,0.08667389,92.16,"May 09, 18",0.0008667389
2018-05-08,92.35,92.77,92.1601,92.45,92.449997,4289440,4289265,0.1,0.10828,92.41,"May 08, 18",0.0010828
2018-05-07,93.08,93.23,92.31,92.56,92.559998,3447633,3447533,-0.52,-0.55866,92.61,"May 07, 18",-0.0055866
2018-05-04,91.95,93.21,91.51,93.14,93.139999,3507785,3507585,1.19,1.29,92.81,"May 04, 18",0.0129
2018-05-03,92.95,93.0,90.72,92.18,92.18,8969800,8969600,-0.77,-0.8284,91.78,"May 03, 18",-0.008284
2018-05-02,94.06,94.21,92.655,93.02,93.019997,6551244,6701130,-1.04,-1.11,93.33,"May 02, 18",-0.0111
2018-05-01,94.8,94.91,93.82,94.27,94.269997,3731862,3731684,-0.53,-0.55907,94.28,"May 01, 18",-0.0055907
2018-04-30,94.34,97.0,93.66,94.8,94.800003,8297192,8296992,0.46,0.4876,94.65,"April 30, 18",0.004876
2018-04-27,93.64,94.895,93.42,94.6,94.599998,7354831,7354726,0.96,1.03,94.55,"April 27, 18",0.0103
2018-04-26,95.02,95.11,93.42,93.67,93.669998,9455133,9454933,-1.35,-1.42,93.97,"April 26, 18",-0.0142
2018-04-25,95.87,96.39,95.37,96.28,96.279999,4075268,4075068,0.41,0.42766,96.17,"April 25, 18",0.0042766
2018-04-24,96.36,96.745,95.33,96.04,96.040001,3793396,3793196,-0.32,-0.33209,96.1,"April 24, 18",-0.0033209
2018-04-23,96.23,96.36,95.78,96.36,96.360001,3981941,3981763,0.13,0.13509,96.13,"April 23, 18",0.0013509
2018-04-20,96.49,96.95,95.44,96.24,96.239998,5882483,5882283,-0.25,-0.25909,96.14,"April 20, 18",-0.0025909
2018-04-19,97.1,97.23,96.34,96.58,96.580002,3166199,3165999,-0.52,-0.53553,96.72,"April 19, 18",-0.0053553
2018-04-18,97.63,97.65,96.98,97.1,97.099998,5228689,5228489,-0.53,-0.54287,97.32,"April 18, 18",-0.0054287
2018-04-17,97.44,97.75,97.06,97.41,97.410004,3284556,3284356,-0.03,-0.03078818,97.42,"April 17, 18",-0.0003078818
2018-04-16,97.02,97.63,96.77,97.34,97.339996,4171278,4171098,0.32,0.32983,97.33,"April 16, 18",0.0032983
2018-04-13,96.84,97.09,96.51,96.68,96.68,4603574,4603435,-0.16,-0.16522,96.8,"April 13, 18",-0.0016522
2018-04-12,96.59,96.84,96.18,96.34,96.339996,5101755,5101555,-0.25,-0.25883,96.49,"April 12, 18",-0.0025883
2018-04-11,96.19,96.92,95.97,96.27,96.269997,4971727,4971527,0.08,0.08316873,96.44,"April 11, 18",0.0008316873
2018-04-10,95.99,97.1,95.59,96.71,96.709999,6493904,6493754,0.72,0.75008,96.44,"April 10, 18",0.0075008
