date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
2024-01-24,1.35,1.49,1.34,1.4,1.4,9301687,9301500,0.05,3.7,1.42,"January 24, 24",0.037
2024-01-23,1.36,1.48,1.2,1.35,1.35,14111242,14111200,-0.01,-0.73529,1.36,"January 23, 24",-0.0073529
2024-01-22,1.1,1.38,1.09,1.36,1.36,27297313,27297300,0.26,23.64,1.27,"January 22, 24",0.2364
2024-01-19,1.1,1.14,1.06,1.1,1.1,4592026,4592000,0.0,0.0,1.1,"January 19, 24",0.0
2024-01-18,1.09,1.12,0.999,1.1,1.1,8215072,8215100,0.01,0.91743,1.06,"January 18, 24",0.0091743
2024-01-17,1.02,1.09,0.99,1.08,1.08,6817745,6817700,0.06,5.88,1.05,"January 17, 24",0.0588
2024-01-16,0.959,1.04,0.94,1.02,1.02,4990728,4990700,0.061,6.36,1.01,"January 16, 24",0.0636
2024-01-12,0.956,0.98,0.9302,0.95505,0.96,1616924,1616900,-0.00095,-0.09937238,0.9531,"January 12, 24",-0.0009937238
2024-01-11,0.995,1.0,0.93,0.9614,0.96,2517403,2517400,-0.0336,-3.38,0.9655,"January 11, 24",-0.0338
2024-01-10,0.9821,1.01,0.981,0.995,1.0,1680688,1680700,0.0129,1.31,0.9947,"January 10, 24",0.0131
2024-01-09,1.0,1.02,1.0,1.0,1.0,1024077,1024100,0.0,0.0,1.01,"January 09, 24",0.0
2024-01-08,0.997,1.04,0.99,1.005,1.0,2071414,2071400,0.008,0.80241,1.0,"January 08, 24",0.0080241
2024-01-05,0.9877,1.05,0.98,0.99575,1.0,2201209,2201200,0.00805,0.81502,1.0,"January 05, 24",0.0081502
2024-01-04,0.9705,1.02,0.9501,0.986932,0.99,3010168,3010200,0.016432,1.69,0.9785,"January 04, 24",0.0169
2024-01-03,1.0,1.03,0.965,0.975,0.98,2915000,2915000,-0.025,-2.5,0.9802,"January 03, 24",-0.025
2024-01-02,1.06,1.07,0.985,1.04,1.04,5158035,5158000,-0.02,-1.89,1.03,"January 02, 24",-0.0189
2023-12-29,0.97,1.13,0.963,1.07,1.07,9645000,9645000,0.1,10.31,1.07,"December 29, 23",0.1031
2023-12-28,0.96,1.02,0.9099,0.9612,0.96,7007608,7007600,0.0012,0.125,0.9736,"December 28, 23",0.00125
2023-12-27,1.11,1.12,0.8501,0.9,0.9,18698982,18699000,-0.21,-18.92,0.9606,"December 27, 23",-0.1892
2023-12-26,0.89,1.15,0.871,1.14,1.14,26887816,26887800,0.25,28.09,1.02,"December 26, 23",0.2809
2023-12-22,0.75,0.89,0.74,0.882,0.86,8861815,15020800,0.132,17.6,0.8439,"December 22, 23",0.176
2023-12-21,0.74,0.7562,0.723,0.75,0.75,2660503,2660500,0.01,1.35,0.7407,"December 21, 23",0.0135
2023-12-20,0.7285,0.745,0.7201,0.7355,0.74,1255092,1255100,0.007,0.96088,0.732,"December 20, 23",0.0096088
2023-12-19,0.7206,0.74,0.7202,0.7275,0.73,1350858,1350900,0.0069,0.95754,0.7288,"December 19, 23",0.0095754
2023-12-18,0.7125,0.7246,0.71,0.72,0.72,1307013,1307000,0.0075,1.05,0.7183,"December 18, 23",0.0105
2023-12-15,0.7123,0.718,0.709,0.715,0.72,935945,935900,0.0027,0.37905,0.7127,"December 15, 23",0.0037905
2023-12-14,0.713,0.72,0.71,0.7122,0.71,1126881,1126900,-0.0008,-0.1122,0.7136,"December 14, 23",-0.001122
2023-12-13,0.715,0.72,0.7101,0.7105,0.71,622654,622700,-0.0045,-0.62937,0.7132,"December 13, 23",-0.0062937
2023-12-12,0.715,0.72755,0.71,0.71495,0.71,714978,715000,-5e-05,-0.00699301,0.7171,"December 12, 23",-6.99301e-05
2023-12-11,0.7189,0.73,0.7085,0.7102,0.71,861107,861100,-0.0087,-1.21,0.7185,"December 11, 23",-0.0121
2023-12-08,0.71,0.72,0.705,0.7148,0.71,620857,620900,0.0048,0.67606,0.7148,"December 08, 23",0.0067606
2023-12-07,0.717,0.727,0.702,0.719925,0.72,612912,612900,0.002925,0.40795,0.7141,"December 07, 23",0.0040795
2023-12-06,0.71,0.7265,0.7003,0.7265,0.72,582543,1967800,0.0165,2.32,0.7169,"December 06, 23",0.0232
2023-12-05,0.726,0.726,0.7101,0.7106,0.71,616594,616600,-0.0154,-2.12,0.7145,"December 05, 23",-0.0212
2023-12-04,0.7455,0.7485,0.72,0.727,0.73,985153,985200,-0.0185,-2.48,0.7372,"December 04, 23",-0.0248
2023-12-01,0.742,0.7488,0.7301,0.7434,0.74,670636,670600,0.0014,0.18868,0.7385,"December 01, 23",0.0018868
2023-11-30,0.74,0.764,0.7301,0.742,0.74,1080542,1080500,0.002,0.27027,0.7475,"November 30, 23",0.0027027
2023-11-29,0.72,0.725,0.695,0.71874,0.75,49437,1942800,-0.00126,-0.175,0.7201,"November 29, 23",-0.00175
2023-11-28,0.7,0.715,0.6975,0.7099,0.73,146887,1073900,0.0099,1.41,0.7039,"November 28, 23",0.0141
2023-11-27,0.707,0.7135,0.695,0.709,0.71,866819,866800,0.002,0.28289,0.706,"November 27, 23",0.0028289
2023-11-24,0.7249,0.73,0.6999,0.7118,0.71,457460,457500,-0.0131,-1.81,0.706,"November 24, 23",-0.0181
2023-11-22,0.71,0.724,0.7051,0.7155,0.71,30762,642600,0.0055,0.77465,0.7168,"November 22, 23",0.0077465
2023-11-21,0.7,0.729,0.7,0.7225,0.72,615446,615400,0.0225,3.21,0.7108,"November 21, 23",0.0321
2023-11-20,0.71,0.718,0.688,0.702,0.7,1627629,1627600,-0.008,-1.13,0.6995,"November 20, 23",-0.0113
2023-11-17,0.72,0.73,0.70755,0.713,0.71,454394,454400,-0.007,-0.97222,0.7149,"November 17, 23",-0.0097222
2023-11-16,0.72,0.72,0.705,0.7199,0.72,443260,443300,-0.0001,-0.01388889,0.7145,"November 16, 23",-0.0001388889
2023-11-15,0.7225,0.725,0.705,0.722,0.72,762276,762300,-0.0005,-0.06920415,0.7132,"November 15, 23",-0.0006920415
2023-11-14,0.7075,0.725,0.695,0.725,0.73,1694326,1694300,0.0175,2.47,0.7137,"November 14, 23",0.0247
2023-11-13,0.74,0.745,0.68,0.695,0.7,1703538,1703500,-0.045,-6.08,0.7055,"November 13, 23",-0.0608
2023-11-10,0.723,0.73,0.7,0.73,0.73,1215659,1215700,0.007,0.96819,0.7157,"November 10, 23",0.0096819
2023-11-09,0.737,0.745,0.723,0.73,0.73,942819,942800,-0.007,-0.9498,0.7297,"November 09, 23",-0.009498
2023-11-08,0.74,0.75,0.73,0.738,0.74,654350,654400,-0.002,-0.27027,0.7371,"November 08, 23",-0.0027027
2023-11-07,0.74,0.7499,0.723,0.7461,0.75,1045307,1045300,0.0061,0.82432,0.739,"November 07, 23",0.0082432
2023-11-06,0.76,0.76,0.71,0.7399,0.74,1327146,1327100,-0.0201,-2.64,0.7349,"November 06, 23",-0.0264
2023-11-03,0.745,0.761175,0.734,0.757,0.76,3031960,3032000,0.012,1.61,0.749,"November 03, 23",0.0161
2023-11-02,0.751,0.765,0.735,0.7542,0.75,2064198,2064200,0.0032,0.4261,0.7515,"November 02, 23",0.004261
2023-11-01,0.748,0.7569,0.721,0.751,0.75,3478152,3478200,0.003,0.40107,0.7469,"November 01, 23",0.0040107
2023-10-31,0.725,0.7599,0.72,0.747,0.75,4716394,4716400,0.022,3.03,0.7439,"October 31, 23",0.0303
2023-10-30,0.72,0.7299,0.7075,0.72798,0.73,1670594,1670600,0.00798,1.11,0.7187,"October 30, 23",0.0111
2023-10-27,0.67,0.729722,0.662575,0.725,0.73,4767767,4767800,0.055,8.21,0.7154,"October 27, 23",0.0821
2023-10-26,0.6601,0.673,0.6601,0.6725,0.69,203616,974600,0.0124,1.88,0.669,"October 26, 23",0.0188
2023-10-25,0.63,0.6799,0.63,0.6625,0.69,1367163,2294500,0.0325,5.16,0.6651,"October 25, 23",0.0516
2023-10-24,0.647,0.651,0.625,0.645,0.65,656274,656300,-0.002,-0.30912,0.6436,"October 24, 23",-0.0030912
2023-10-23,0.6351,0.6495,0.61,0.6425,0.64,2027851,2027900,0.0074,1.17,0.6327,"October 23, 23",0.0117
2023-10-20,0.64,0.6499,0.635,0.64,0.64,1638669,1638700,0.0,0.0,0.6399,"October 20, 23",0.0
2023-10-19,0.6432,0.6625,0.64,0.6465,0.65,595282,595300,0.0033,0.51306,0.6532,"October 19, 23",0.0051306
2023-10-18,0.635,0.666,0.635,0.65725,0.66,1558341,1558300,0.02225,3.5,0.6463,"October 18, 23",0.035
2023-10-17,0.6676,0.6808,0.66,0.6699,0.67,961812,961800,0.0023,0.34452,0.6707,"October 17, 23",0.0034452
2023-10-16,0.646,0.684,0.646,0.674752,0.67,1394790,1394800,0.028752,4.45,0.6687,"October 16, 23",0.0445
2023-10-13,0.6499,0.6669,0.64,0.65,0.65,1291484,1291500,0.0001,0.01538698,0.6504,"October 13, 23",0.0001538698
2023-10-12,0.6495,0.72,0.64,0.643,0.64,4006617,4006600,-0.0065,-1.0,0.6826,"October 12, 23",-0.01
2023-10-11,0.616,0.6599,0.615,0.6438,0.64,2096396,2096400,0.0278,4.51,0.6454,"October 11, 23",0.0451
2023-10-10,0.5925,0.62,0.5805,0.6175,0.62,1155138,1155100,0.025,4.22,0.6076,"October 10, 23",0.0422
